6,5	CD
persen	CD
.	Z

Selain	IN
itu	PR
simpanan	NN
dana	NN
mulai	VB
Rp	SYM
5	CD
miliar	CD
ke	IN
atas	NN
untuk	SC
satu	CD
bulan	NN
tujuh	CD
persen	CD
,	Z
tiga	CD
bulan	NN
6,75	CD
persen	CD
,	Z
dan	CC
antara	IN
6	CD
hingga	IN
12	CD
bulan	NN
memperoleh	VB
bunga	NN
masing-masing	PRP
6,5	CD
persen	CD
.	Z

Kemudian	CC
Bank	NNP
Permata	NNP
bunga	NN
deposito	NN
rupiah	NN
untuk	SC
satu	CD
bulan	NN
hingga	IN
tiga	CD
bulan	NN
masing-masing	PRP
turun	VB
0,50	CD
persen	CD
menjadi	VB
6,50	CD
persen	CD
dari	IN
7,00	CD
persen	CD
.	Z

Untuk	SC
mewujudkan	VB
kondisi	NN
Reksa	NNP
Dana	NNP
yang	SC
kondusif	JJ
,	Z
sehingga	SC
kepercayaan	NN
pemodal	NN
pulih	VB
,	Z
maka	SC
antara	IN
lain	JJ
diperlukan	VB
Manajer	NN
Investasi	NN
yang	SC
mempunyai	VB
komitmen	NN
terhadap	IN
pertumbuhan	NN
industri	NN
Reksa	NN
Dana	NN
serta	CC
mempunyai	VB
kualitas	NN
profesionalisme	NN
yang	SC
memadai	VB
.	Z

Berkaitan	VB
dengan	IN
hal	NN
tersebut	PR
,	Z
Bapepam	NNP
-	NNP
LK	NNP
mengambil	VB
kebijakan	NN
untuk	SC
melakukan	VB
evaluasi	NN
kinerja	NN
performance	FW
atas	IN
seluruh	CD
Manajer	NN
Investasi	NN
yang	SC
telah	MD
memperoleh	VB
izin usaha	NN
,	Z
peningkatan	NN
kapasitas	NN
capacity	FW
building	FW
Manajer	NN
Investasi	NN
serta	CC
peningkatan	NN
penerapan	NN
prinsip	NN
kehati-hatian	NN
bagi	IN
Manajer	NN
Investasi	NN
dalam	IN
melakukan	VB
kegiatan	NN
-nya	PRP
.	Z

Fuad	NNP
menambahkan	VB
bahwa	SC
untuk	SC
lebih	RB
memaksimalkan	VB
upaya	NN
dimaksud	VB
,	Z
maka	SC
untuk	SC
sementara	SC
waktu	NN
Bapepam	NNP
-	NNP
LK	NNP
tidak	NEG
menerbitkan	VB
pemberian	NN
izin usaha	NN
Perusahaan	NN
Efek	NN
yang	SC
Melakukan	VB
Kegiatan	NN
Sebagai	IN
Manajer	NN
Investasi	NN
.	Z

Namun	CC
demikian	PR
permohonan	NN
izin usaha	NN
sebagai	IN
Manajer	NN
Investasi	NN
yang	SC
telah	MD
diajukan	VB
sebelum	SC
ditetapkan	VB
-nya	PRP
keputusan	NN
dimaksud	VB
,	Z
akan	MD
tetap	RB
diproses	VB
sesuai	JJ
dengan	IN
peraturan	NN
perundang-undangan	NN
yang	SC
berlaku	VB
,	Z
tambah	VB
-nya	PRP
.	Z

Total	NN
biaya	NN
eksplorasi	NN
perusahaan	NN
penambangan	NN
logam	NN
PT	NNP
Antam	NNP
Tbk	NNP
ANTM	NNP
pada	IN
Maret	NNP
2007	CD
mencapai	VB
Rp	SYM
11,2	CD
miliar	CD
atau	CC
meningkat	VB
sekitar	IN
62	CD
persen	CD
dibanding	VB
biaya	NN
eksplorasi	NN
pada	IN
Februari	NNP
2007	CD
sebesar	JJ
Rp	SYM
6,9	CD
miliar	CD
.	Z

Kegiatan	NN
eksplorasi	NN
Antam	NNP
berfokus	VB
pada	IN
komoditas	NN
nikel	NN
,	Z
emas	NN
dan	CC
bauksit	NN
,	Z
kata	VB
Sekretaris	NNP
Perusahaan	NNP
Antam	NNP
Bimo	NNP
Budi	NNP
Satriyo	NNP
,	Z
dalam	IN
laporan	NN
-nya	PRP
kepada	IN
Bursa	NNP
Efek	NNP
Jakarta	NNP
BEJ	NNP
,	Z
di	IN
Jakarta	NNP
,	Z
Senin	NNP
.	Z

Kemudian	CC
cabe	NN
merah	JJ
turun	VB
19,26	CD
persen	CD
dan	CC
menyumbang	VB
deflasi	NN
0,17	CD
persen	CD
,	Z
kata	VB
-nya	PRP
Kepala	NNP
BPS	NNP
Rusman	NNP
Heriawan	NNP
di	IN
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Inflasi	NN
tersebut	PR
dipicu	VB
meningkat	VB
-nya	PRP
harga	NN
akibat	NN
kenaikan	NN
harga	NN
komoditas	NN
dunia	NN
,	Z
selain	IN
tinggi	JJ
-nya	PRP
ekspektasi	NN
masyarakat	NN
akan	MD
inflasi	NN
ke depan	RB
.	Z

Deflasi	NN
didorong	VB
terutama	JJ
oleh	IN
penurunan	NN
harga	NN
beras	NN
selama	IN
April	NNP
5,16	CD
persen	CD
dan	CC
menyumbang	VB
deflasi	NN
0,37	CD
persen	CD
.	Z

Dia	PRP
juga	RB
mengatakan	VB
,	Z
pihak	NN
-nya	PRP
akan	MD
mencermati	VB
peningkatan	NN
inflasi	NN
inti	NN
Oktober	NNP
yoy	FW
dari	IN
6,03	CD
persen	CD
menjadi	VB
6,13	CD
persen	CD
,	Z
meski	SC
inflasi	NN
yoy	FW
pada	IN
Oktober	NNP
mencapai	VB
6,88	CD
persen	CD
lebih	RB
tinggi	JJ
dibanding	VB
inflasi	NN
yoy	FW
September	NNP
6,95	CD
persen	CD
.	Z

Sebelum	SC
-nya	PRP
Badan	NNP
Pusat	NNP
Statistik	NNP
BPS	NNP
mengumumkan	VB
bahwa	SC
Indonesia	NNP
mengalami	VB
deflasi	NN
0,16	CD
persen	CD
pada	IN
April	NNP
2007	CD
sehingga	SC
inflasi	NN
tahun	NN
kalender	NN
Januari	NNP
-	Z
April	NNP
2007	CD
mencapai	VB
1,74	CD
persen	CD
dan	CC
inflasi	NN
year	FW
-	Z
on-year	FW
April	NNP
2007	CD
terhadap	IN
April	NNP
2006	CD
mencapai	VB
6,29	CD
persen	CD
.	Z

Dengan	IN
kondisi	NN
tersebut	PR
cadangan	NN
devisa	NN
akhir	NN
Oktober	NNP
2007	CD
mencapai	VB
54,2	CD
miliar	CD
dolar	NN
AS	NNP
setara	NN
dengan	IN
5,5	CD
bulan	NN
impor	NN
dan	CC
pembayaran	NN
utang	NN
luar negeri	NN
,	Z
jelas	VB
-nya	PRP
.	Z

BI	NNP
memproyeksikan	VB
bahwa	SC
tahun	NN
ini	PR
inflasi	NN
di	IN
Indonesia	NNP
pada	IN
level	NN
enam	CD
persen	CD
plus	JJ
minus	JJ
satu	CD
persen	CD
.	Z

Menurut	IN
-nya	PRP
,	Z
Neraca	NNP
Pembayaran	NNP
Indonesia	NNP
NPI	NNP
pada	IN
kuartal	NN
III	OD
berada	VB
pada	IN
posisi	NN
surplus	NN
,	Z
meski	SC
tidak	NEG
sebesar	JJ
surplus	NN
di	IN
kuartal	NN
II	OD
.	Z

Badan	NNP
Pusat	NNP
Statistik	NNP
BPS	NNP
baru	MD
akan	MD
mengumumkan	VB
secara	IN
resmi	JJ
laju	NN
pertumbuhan ekonomi	NN
Indonesia	NNP
pada	IN
kuartal	NN
III	OD
pada	IN
15	CD
November	NNP
mendatang	VB
.	Z

Burhanudin	NNP
juga	RB
menyatakan	VB
bahwa	SC
deflasi	NN
yang	SC
terjadi	VB
juga	RB
membuat	VB
pencapaian	NN
target	NN
inflasi	NN
BI	NNP
semakin	RB
besar	JJ
.	Z

Burhanudin	NNP
percaya	VB
target	NN
BI	NNP
Rate	FW
8,5	CD
persen	CD
pada	IN
tahun	NN
2007	CD
ini	PR
dapat	MD
tercapai	VB
dengan	IN
perkembangan	NN
kondisi ekonomi	NN
saat	NN
ini	PR
.	Z

Sedangkan	CC
pada	IN
kuartal	NN
IV	OD
,	Z
pertumbuhan ekonomi	NN
diperkirakan	VB
mencapai	VB
6,4	CD
persen	CD
karena	SC
adanya	NN
penyaluran	NN
kredit	NN
yang	SC
lebih	RB
ekspansif	JJ
dan	CC
lebih	RB
berdampak	VB
pada	IN
konsumsi	NN
rumah tangga	NN
-	Z
red	NN
,	Z
Direktur	NNP
Direktorat	NNP
Riset	NNP
Ekonomi	NNP
dan	CC
Kebijakan	NN
Moneter	NNP
BI	NNP
,	Z
Made	NNP
Sukada	NNP
di	IN
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Akibat	NN
deflasi	NN
ruang	NN
yang	SC
ada	VB
untuk	SC
penyesuaian	NN
BI	NNP
rate	FW
itu	PR
kelihatan	VB
masih	MD
ada	VB
,	Z
sebagaimana	SC
yang	SC
saya	PRP
katakan	VB
,	Z
kata	VB
Burhanudin	NNP
di	IN
Jakarta	NNP
,	Z
Rabu	NNP
.	Z

Bank	NNP
Indonesia	NNP
memperkirakan	VB
pertumbuhan ekonomi	NN
pada	IN
kuartal	NN
III	OD
2007	CD
bakal	MD
mencapai	VB
6,3	CD
persen	CD
yang	SC
didorong	VB
oleh	IN
meningkat	VB
-nya	PRP
konsumsi	NN
dan	CC
ekspor	NN
.	Z

Gubernur	NNP
Bank	NNP
Indonesia	NNP
BI	NNP
Burhanudin	NNP
Abdullah	NNP
mengatakan	VB
laporan	NN
BPS	NNP
bahwa	SC
terjadi	VB
deflasi	NN
pada	IN
April	NNP
2007	CD
menyediakan	VB
ruang	NN
bagi	IN
BI	NNP
dalam	IN
menurunkan	VB
BI	NNP
rate	FW
.	Z

Karena	SC
itu	PR
,	Z
rupiah	NN
pada	IN
penutupan	NN
sore	NN
nanti	NN
diperkirakan	VB
akan	MD
membaik	VB
,	Z
setelah	SC
tiga	CD
hari	NN
mengalami	VB
koreksi	NN
harga	NN
,	Z
demikian	PR
Edwin	NNP
Sinaga	NNP
.	Z

Memang	RB
ide	NN
-nya	PRP
nanti	NN
SPN	NNP
digunakan	VB
untuk	SC
mengganti	VB
SBI	NNP
seperti	IN
di	IN
berbagai	CD
negara	NN
,	Z
kata	VB
Burhanudin	NNP
.	Z

Merosot	VB
-nya	PRP
dolar	NN
AS	NNP
terhadap	IN
yen	NN
,	Z
karena	SC
lesu	JJ
-nya	PRP
data	NN
indikator	NN
ekonomi	NN
AS	NNP
dan	CC
adanya	NN
dugaan	NN
bank sentral	NN
AS	NNP
akan	MD
kembali	VB
menurunkan	VB
suku	NN
bunga	NN
-nya	PRP
.	Z

Burhanudin	NNP
mengatakan	VB
tidak	NEG
jadi	VB
-nya	PRP
Surat	NNP
Perbendaharaan	NNP
Negara	NNP
SPN	NNP
yang	SC
akan	MD
digunakan	VB
untuk	SC
menggantikan	VB
SBI	NNP
harus	MD
disesuaikan	VB
dengan	IN
waktu	NN
-nya	PRP
.	Z

Sementara	SC
itu	PR
,	Z
dolar	NN
AS	NNP
terhadap	IN
yen	NN
turun	VB
menjadi	VB
114,08	CD
dari	IN
sebelum	SC
-nya	PRP
114,20	CD
terhadap	IN
euro	NN
stabil	JJ
pada	IN
1.4325	CD
dan	CC
euro	NN
terhadap	IN
yen	NN
menjadi	VB
163,30	CD
dari	IN
163,55	CD
yen	NN
.	Z

Sedangkan	CC
saat	NN
ini	PR
uang	NN
perbankan	NN
yang	SC
ada	VB
di	IN
SBI	NNP
menurut	IN
Burhanudin	NNP
sekitar	IN
Rp	SYM
170	CD
triliun	CD
.	Z

Pemerintah	NN
telah	MD
membuat	VB
kebijakan-kebijakan	NN
baru	JJ
untuk	SC
mengatasi	VB
gejolak	NN
ekonomi	NN
tersebut	PR
dengan	IN
melakukan	VB
berbagai	CD
efisiensi	NN
termasuk	VB
besaran	NN
subsidi	NN
APBN	NN
,	Z
kata	VB
-nya	PRP
.	Z

Fuad	NNP
mengungkapkan	VB
saat	NN
ini	PR
telah	MD
berangsur	VB
pulih	VB
dan	CC
kembali	VB
meningkat	VB
sekitar	IN
107	CD
persen	CD
menjadi	VB
Rp	SYM
59,58	CD
triliun	CD
pada	IN
Maret	NNP
2007	CD
.	Z

Sampai	SC
dengan	IN
Maret	NNP
2007	CD
,	Z
total	NN
Reksa	NN
Dana	NN
yang	SC
telah	MD
memperoleh	VB
efektif	JJ
sebanyak	CD
400	CD
Reksa	NN
Dana	NN
dan	CC
Manajer	NN
Investasi	NN
sejumlah	NN
111	CD
perusahaan	NN
,	Z
kata	VB
-nya	PRP
.	Z

Kelompok	NN
pertama	OD
terdiri	VB
atas	IN
20	CD
Manajer	NN
Investasi	NN
yang	SC
mengelola	VB
92,11	CD
persen	CD
total	NN
NAB	NNP
Reksa	NN
Dana	NN
,	Z
dari	IN
20	CD
Manajer	NN
Investasi	NN
tersebut	PR
,	Z
terdapat	VB
10	CD
Manajer	NN
Investasi	NN
yang	SC
mengelola	VB
70	CD
persen	CD
dari	IN
total	NN
NAB	NNP
Reksa	NN
Dana	NN
.	Z

Kelompok	NN
kedua	OD
terdiri	VB
dari	IN
atas	IN
lebih	RB
dari	IN
80	CD
persen	CD
Manajer	NN
Investasi	NN
atau	CC
sejumlah	NN
91	CD
Manajer	NN
Investasi	NN
yang	SC
hanya	RB
mengelola	VB
sekitar	IN
7,9	CD
persen	CD
dari	IN
total	NN
NAB	NNP
Reksa	NN
Dana	NN
.	Z

Realitas	NN
ini	PR
memicu	VB
untuk	SC
dilakukan	VB
evaluasi	NN
terhadap	IN
industri	NN
Reksa	NN
Dana	NN
dan	CC
kondisi	NN
Manajer	NN
Investasi	NN
yang	SC
telah	MD
memperoleh	VB
izin usaha	NN
dari	IN
Bapepam	NNP
-	NNP
LK	NNP
.	Z

Kegiatan	NN
eksplorasi	NN
Antam	NNP
berfokus	VB
pada	IN
komoditas	NN
nikel	NN
,	Z
emas	NN
dan	CC
bauksit	NN
,	Z
kata	VB
Sekretaris	NNP
Perusahaan	NNP
Antam	NNP
,	Z
Bimo	NNP
Budi	NNP
Satriyo	NNP
,	Z
dalam	IN
laporan	NN
-nya	PRP
kepada	IN
Bursa	NNP
Efek	NNP
Jakarta	NNP
BEJ	NNP
,	Z
di	IN
Jakarta	NNP
,	Z
Senin	NNP
.	Z

Ruang	NN
penurunan	NN
BI	NNP
rate	FW
masih	MD
berpeluang	VB
terbuka	VB
kalau	SC
kita	PRP
lihat	VB
interest	FW
diferensial	JJ
perbedaan	NN
suku	NN
bunga	NN
dengan	IN
negara	NN
lain	JJ
saat	NN
ini	PR
yang	SC
lebih	RB
rendah	JJ
,	Z
kata	VB
-nya	PRP
.	Z

Total	NN
biaya	NN
eksplorasi	NN
perusahaan	NN
penambangan	NN
logam	NN
PT	NNP
Antam	NNP
Tbk	NNP
ANTM	NNP
pada	IN
April	NNP
2007	CD
mencapai	VB
Rp	SYM
12	CD
miliar	CD
atau	CC
meningkat	VB
sekitar	IN
7	CD
persen	CD
dibanding	VB
biaya	NN
eksplorasi	NN
pada	IN
Maret	NNP
2007	CD
sebesar	JJ
Rp	SYM
11,2	CD
miliar	CD
.	Z

Ia	PRP
mengatakan	VB
,	Z
BI	NNP
rate	FW
masih	MD
memiliki	VB
ruang	NN
untuk	SC
turun	VB
sekitar	IN
25	CD
basis	NN
poin	NN
menjadi	VB
8	CD
persen	CD
pada	IN
akhir	NN
tahun	NN
.	Z

Pada	IN
pemberitaan	NN
sebelum	SC
-nya	PRP
,	Z
Ketua	NNP
BPS	NNP
Rusman	NNP
Heriawan	NNP
mengatakan	VB
jika	SC
pertumbuhan ekonomi	NN
kuartal	NN
pertama	OD
2007	CD
hanya	RB
mencapai	VB
6	CD
persen	CD
,	Z
maka	SC
pemerintah	NN
harus	MD
bekerja	VB
keras	JJ
pada	IN
kuartal	NN
selanjutnya	CC
untuk	SC
mencapai	VB
target	NN
pertumbuhan	NN
6,3	CD
persen	CD
.	Z

BI	NNP
juga	RB
mencermati	VB
meningkat	VB
-nya	PRP
harga	NN
minyak	NN
dunia	NN
dan	CC
adanya	NN
dampak	NN
lanjutan	NN
dari	IN
krisis	JJ
'	Z
subprime	FW
mortgage	FW
'	Z
kredit	NN
perumahan	NN
di	IN
AS	NNP
,	Z
kata	VB
Direktur	NNP
Riset	NNP
Ekonomi	NNP
dan	CC
Kebijakan	NN
Moneter	NNP
BI	NNP
,	Z
Made	NNP
Sukada	NNP
di	IN
Jakarta	NNP
,	Z
Selasa	NNP
.	Z

Sementara	SC
Departemen	NNP
Keuangan	NNP
pada	IN
kuartal	NN
pertama	OD
2007	CD
ini	PR
menargetkan	VB
pertumbuhan ekonomi	NN
mencapai	VB
5,7	CD
-	Z
5,9	CD
persen	CD
.	Z

Bank	NNP
Indonesia	NNP
kembali	VB
mempertahankan	VB
suku	NN
bunga	NN
acuan	NN
BI	NNP
rate	FW
pada	IN
level	NN
8,25	CD
persen	CD
atau	CC
sama	JJ
dengan	IN
empat	CD
bulan	NN
terakhir	JJ
ini	PR
,	Z
berdasarkan	VB
evaluasi	NN
yang	SC
dilakukan	VB
secara	IN
menyeluruh	VB
terhadap	IN
perkembangan	NN
ekonomi	NN
saat	NN
ini	PR
serta	CC
identifikasi	NN
terhadap	IN
faktor-faktor	NN
risiko	NN
yang	SC
ada	VB
.	Z

Kita	PRP
tunggu	VB
pengumuman	NN
BPS	NNP
15	CD
Mei	NNP
mendatang	VB
,	Z
kata	VB
-nya	PRP
.	Z

Menurut	IN
-nya	PRP
,	Z
BI	NNP
merujuk	VB
pada	IN
hasil	NN
analisis	NN
sebuah	NND
lembaga	NN
ekonomi	NN
bahwa	SC
harga	NN
minyak	NN
dunia	NN
diperkirakan	VB
akan	MD
turun	VB
karena	SC
perlambatan	NN
perekonomian	NN
dunia	NN
serta	CC
kemungkinan	NN
meningkat	VB
-nya	PRP
produksi	NN
minyak	NN
OPEC	NNP
.	Z

Meski	SC
ekspor	NN
di	IN
negara maju	NN
kemungkinan	MD
turun	VB
akibat	NN
perlambatan	NN
perekonomian	NN
dunia	NN
sebagai	IN
dampak	NN
kenaikan	NN
harga	NN
minyak	NN
,	Z
namun	CC
hal	NN
itu	PR
akan	MD
dikompensasi	VB
pada	IN
ekspor	NN
ke	IN
negara-negara	NN
'	Z
emerging	FW
market	FW
'	Z
itu	PR
,	Z
jelas	VB
-nya	PRP
.	Z

Ditanya	VB
mengenai	IN
tanggapan	NN
prediksi	NN
Badan	NNP
Pusat	NNP
Statistik	NNP
BPS	NNP
yang	SC
menyebutkan	VB
pertumbuhan ekonomi	NN
kuartal	NN
pertama	OD
2007	CD
melebihi	VB
prediksi	NN
BI	NNP
sebesar	JJ
5,4	CD
persen	CD
,	Z
Burhanuddin	NNP
menjawab	VB
hal	NN
itu	PR
mungkin	MD
terjadi	VB
.	Z

Menurut	IN
dia	PRP
,	Z
pertumbuhan	NN
sebesar	JJ
itu	PR
harus	MD
didorong	VB
oleh	IN
tingkat	NN
investasi	NN
yang	SC
tinggi	JJ
,	Z
pertumbuhan	NN
perbankan	NN
sebesar	JJ
18	CD
-	Z
20	CD
persen	CD
dan	CC
penyerapan	NN
kredit	NN
yang	SC
efektif	JJ
.	Z

Pada	IN
2008	CD
,	Z
Made	NNP
memperkirakan	VB
pertumbuhan ekonomi	NN
akan	MD
masih	MD
menguat	VB
lebih	RB
dari	IN
6,5	CD
persen	CD
karena	SC
ekspor	NN
untuk	SC
negara-negara	NN
maju	JJ
baru	JJ
emerging	FW
market	FW
seperti	IN
China	NNP
diperkirakan	VB
tetap	RB
akan	MD
tinggi	JJ
pada	IN
dua	CD
digit	NN
.	Z

Net	FW
poin	NN
nilai	NN
tengah	NN
saja	RB
sudah	MD
bagus	JJ
,	Z
yakni	SC
6	CD
persen	CD
,	Z
kata	VB
Burhanuddin	NNP
seusai	SC
pembukaan	NN
Musyawarah	NNP
Perencanaan	NNP
Pembangunan	NNP
Nasional	NNP
Musrenbangnas	NNP
di	IN
Jakarta	NNP
,	Z
Kamis	NNP
.	Z

Selain	IN
itu	PR
BI	NNP
juga	RB
masih	MD
mencermati	VB
dampak	NN
krisis	JJ
'	Z
subprime	FW
mortgage	FW
'	Z
yang	SC
belum	NEG
mereda	VB
,	Z
jelas	VB
-nya	PRP
.	Z

Gubernur	NNP
Bank	NNP
Indonesia	NNP
Burhanuddin	NNP
Abdullah	NNP
mengatakan	VB
bahwa	SC
pertumbuhan ekonomi	NN
pada	IN
2007	CD
sudah	MD
bagus	JJ
bila	SC
mencapai	VB
6	CD
persen	CD
sebagaimana	SC
target	NN
BI	NNP
antara	IN
5,7	CD
hingga	IN
6,3	CD
persen	CD
dengan	IN
nilai	NN
tengah	NN
6	CD
persen	CD
.	Z

Risiko	NN
yang	SC
akan	MD
dicermati	VB
antara	IN
lain	JJ
,	Z
peningkatan	NN
harga	NN
minyak	NN
dunia	NN
yang	SC
terus	RB
mendorong	VB
kenaikan	NN
harga-harga	NN
barang	NN
,	Z
termasuk	VB
harga	NN
CPO	FW
,	Z
karet	NN
dan	CC
komoditas	NN
ekspor	NN
pertanian	NN
lain	JJ
-nya	PRP
.	Z

Meski	SC
demikian	PR
,	Z
pihak	NN
-nya	PRP
masih	MD
mencatat	VB
terjadi	VB
kenaikan	NN
harga	NN
yang	SC
signifikan	JJ
pada	IN
kelompok	NN
makanan	NN
jadi	VB
,	Z
minuman	NN
,	Z
rokok	NN
dan	CC
tembakau	NN
0,38	CD
persen	CD
;	Z
kelompok	NN
perumahan	NN
,	Z
air	NN
,	Z
listrik	NN
,	Z
gas	NN
dan	CC
bahan bakar	NN
0,26	CD
persen	CD
;	Z
kelompok	NN
sandang	NN
0,61	CD
persen	CD
;	Z
kelompok	NN
kesehatan	NN
0,32	CD
persen	CD
;	Z
serta	CC
kelompok	NN
transpor	NN
,	Z
komunikasi	NN
dan	CC
jasa	NN
keuangan	NN
0,22	CD
persen	CD
.	Z

Target	NN
BI	NNP
sendiri	PRP
,	Z
kata	VB
Made	NNP
,	Z
akan	MD
tetap	RB
sama	JJ
pada	IN
prediksi	NN
awal	NN
mereka	PRP
,	Z
yaitu	SC
6	CD
plus	JJ
minus	JJ
1	CD
persen	CD
dan	CC
5	CD
plus	JJ
minus	JJ
1	CD
persen	CD
pada	IN
2008	CD
tergantung	VB
ekspektasi	NN
inflasi	NN
yang	SC
akan	MD
dicermati	VB
.	Z

Secara	IN
sektoral	JJ
,	Z
deflasi	NN
disumbangkan	VB
oleh	IN
penurunan	NN
harga	NN
1,30	CD
persen	CD
pada	IN
kelompok	NN
bahan makanan	NN
dan	CC
0,03	CD
persen	CD
pada	IN
kelompok	NN
pendidikan	NN
,	Z
rekreasi	NN
dan	CC
olahraga	NN
.	Z

Tekanan	NN
dari	IN
kelompok	NN
makanan	NN
bergejolak	VB
volatile	FW
food	FW
dan	CC
'	Z
administered	FW
price	FW
'	Z
lebih	RB
rendah	JJ
dibandingkan	VB
bulan	NN
sebelum	SC
-nya	PRP
,	Z
kata	VB
-nya	PRP
.	Z

Menurut	IN
-nya	PRP
,	Z
Antam	NNP
melaksanakan	VB
kegiatan	NN
eksplorasi	NN
nikel	NN
yang	SC
berfokus	VB
di	IN
Buli	NNP
dan	CC
Pulau	NNP
Obi	NNP
-	Z
Halmahera	NNP
,	Z
Maluku	NNP
dan	CC
Sulawesi	NNP
Tenggara	NNP
dengan	IN
total	NN
biaya	NN
eksplorasi	NN
nikel	NN
mencapai	VB
Rp	SYM
7	CD
miliar	CD
.	Z

Sementara	SC
kegiatan	NN
eksplorasi	NN
emas	NN
,	Z
kata	VB
dia	PRP
,	Z
dilaksanakan	VB
di	IN
Pongkor	NNP
dan	CC
Garut	NNP
,	Z
Jawa	NNP
Barat	NNP
,	Z
Seblat	NNP
-	Z
Bengkulu	NNP
,	Z
Gunung	NNP
Patah	NNP
Tiga	CD
-	Z
Jambi	NNP
,	Z
Sulawesi	NNP
Tenggara	NNP
,	Z
dan	CC
Gunung	NNP
Gember	NNP
dan	CC
Gunung	NNP
Liman	NNP
di	IN
Jawa	NNP
Timur	NNP
dengan	IN
total	NN
biaya	NN
eksplorasi	NN
emas	NN
mencapai	VB
Rp	SYM
3,2	CD
miliar	CD
.	Z

Sedangkan	CC
eksplorasi	NN
bauksit	NN
masih	MD
berfokus	VB
di	IN
daerah	NN
Tayan	NNP
,	Z
Munggu	NNP
Pasir	NN
,	Z
Toho	NNP
dan	CC
Mampawah	NNP
Kalimantan	NNP
Barat	NNP
serta	CC
Kepulauan	NNP
Riau	NNP
dengan	IN
total	NN
biaya	NN
eksplorasi	NN
bauksit	NN
sebesar	JJ
Rp	SYM
1	CD
miliar	CD
,	Z
tambah	VB
-nya	PRP
.	Z

Perusahaan	NN
perdagangan	NN
besar	JJ
barang	NN
produksi	NN
PT	NNP
Lautan	NNP
Luas	NNP
Tbk	NNP
LTLS	NNP
melalui	IN
anak perusahaan	NN
-nya	PRP
Lautan	NNP
Luas	NNP
Singapore	NNP
Pte	NNP
.	NNP
Ltd	NNP
.	NNP
melakukan	VB
kerja sama	NN
dengan	IN
partner	NN
lokal	JJ
mendirikan	VB
manufaktur	NN
di	IN
China	NNP
,	Z
yaitu	SC
Hongze	NNP
Jin	NNP
Qilin	NNP
Chemical	NNP
Industry	NNP
Ltd	NNP
.	Z

Pemerintah	NN
juga	RB
telah	MD
menerbitkan	VB
obligasi	NN
negara	NN
dalam	IN
rupiah	NN
dengan	IN
bunga	NN
tidak	NEG
tetap	RB
hingga	IN
Rp	SYM
174,873	CD
triliun	CD
.	Z

Hal	NN
ini	PR
dikarenakan	VB
selama	IN
ini	PR
kami	PRP
selalu	RB
mematuhi	VB
aturan	NN
regulasi	NN
di bawah	VB
price	FW
cap	FW
yang	SC
ditetapkan	VB
pemerintah	NN
sebagaimana	SC
dinyatakan	VB
juga	RB
oleh	IN
KPPU	NNP
,	Z
dan	CC
tidak	NEG
merasa	VB
melakukan	VB
praktik	NN
pengenaan	NN
tarif	NN
tinggi	JJ
.	Z

Untuk	SC
obligasi	NN
negara	NN
dalam	IN
mata uang	NN
rupiah	NN
,	Z
pemerintah	NN
telah	MD
menerbitkan	VB
obligasi	NN
negara	NN
berbunga	VB
tetap	RB
hingga	IN
Rp	SYM
267,244	CD
triliun	CD
,	Z
yang	SC
terdiri	VB
atas	IN
Rp	SYM
257,728	CD
triliun	CD
berupa	VB
Surat	NNP
Utang	NNP
Negara	NNP
atau	CC
SUN	NNP
dan	CC
Rp	SYM
9,516	CD
triliun	CD
berupa	VB
Obligasi	NN
Negara	NN
Ritel	NN
atau	CC
ORI	NN
.	Z

Pada	IN
prinsip	NN
-nya	PRP
Telkomsel	NNP
selalu	RB
patuh	JJ
terhadap	IN
regulasi	NN
dan	CC
keputusan	NN
hukum	NN
governance	FW
,	Z
namun	CC
dalam	IN
rangka	NN
mendapatkan	VB
kejelasan	NN
Telkomsel	NNP
akan	MD
mengajukan	VB
Banding	NN
.	Z

Menurut	IN
data	NN
yang	SC
dikutip	VB
dari	IN
situs	NN
resmi	JJ
Ditjen	NNP
Perbendaharaan	NNP
Depkeu	NNP
,	Z
Senin	NNP
,	Z
dari	IN
obligasi	NN
yang	SC
bisa	MD
diperdagangkan	VB
itu	PR
,	Z
obligasi	NN
negara	NN
dalam	IN
mata uang	NN
rupiah	NN
mencapai	VB
Rp	SYM
442,117	CD
triliun	CD
dan	CC
obligasi	NN
negara	NN
dalam	IN
mata uang	NN
dolar	NN
AS	NNP
mencapai	VB
Rp	SYM
63,690	CD
triliun	CD
kurs	NN
Rp	SYM
9.09	CD
,	Z
termasuk	VB
penerbitan	NN
terakhir	JJ
RI0037	NNP
pada	IN
14	CD
Februari	NNP
2007	CD
senilai	NN
1,5	CD
miliar	CD
dolar	NN
AS	NNP
.	Z

Menurut	IN
-nya	PRP
sebagai	IN
perusahaan	NN
yang	SC
beroperasi	VB
di	IN
Indonesia	NNP
di mana	SC
mayoritas	NN
saham	NN
-nya	PRP
dimiliki	VB
oleh	IN
pemerintah	NN
melalui	IN
Badan	NN
Usaha	NN
milik	NN
negara	NN
BUMN	NN
TELKOM	NNP
yakni	SC
65	CD
